[2026-04-28T11:50:35.370Z] status=201 signature=valid restaurant=rst_kt5jxr38 platform=Yemeksepeti order=YS-REJECT-1777377035362
[2026-04-28T12:06:33.650Z] status=401 signature=invalid restaurant=rst_6v04myd8 platform=Yemeksepeti order=YS-WRONG-1777377993648
[2026-04-28T12:06:33.659Z] status=201 signature=valid restaurant=rst_6v04myd8 platform=Yemeksepeti order=YS-1777377993651
[2026-04-28T12:06:33.666Z] status=201 signature=valid restaurant=rst_6v04myd8 platform=Yemeksepeti order=YS-1777377993651
[2026-04-28T12:06:33.674Z] status=201 signature=valid restaurant=rst_6v04myd8 platform=Yemeksepeti order=YS-REJECT-1777377993667
[2026-04-28T15:50:59.879Z] status=401 signature=invalid restaurant=rst_uom7pphr platform=Yemeksepeti order=YS-WRONG-1777391459876
[2026-04-28T15:50:59.890Z] status=201 signature=valid restaurant=rst_uom7pphr platform=Yemeksepeti order=YS-1777391459882
[2026-04-28T15:50:59.896Z] status=201 signature=valid restaurant=rst_uom7pphr platform=Yemeksepeti order=YS-1777391459882
[2026-04-28T15:50:59.904Z] status=201 signature=valid restaurant=rst_uom7pphr platform=Yemeksepeti order=YS-REJECT-1777391459897
[2026-04-28T16:04:37.941Z] status=401 signature=invalid restaurant=rst_62f4v5v2 platform=Yemeksepeti order=YS-WRONG-1777392277939
[2026-04-28T16:04:37.951Z] status=201 signature=valid restaurant=rst_62f4v5v2 platform=Yemeksepeti order=YS-1777392277944
[2026-04-28T16:04:37.957Z] status=201 signature=valid restaurant=rst_62f4v5v2 platform=Yemeksepeti order=YS-1777392277944
[2026-04-28T16:04:37.965Z] status=201 signature=valid restaurant=rst_62f4v5v2 platform=Yemeksepeti order=YS-REJECT-1777392277960
[2026-04-28T16:27:22.973Z] status=401 signature=invalid restaurant=rst_18oum8ye platform=Yemeksepeti order=YS-WRONG-1777393642972
[2026-04-28T16:27:22.984Z] status=201 signature=valid restaurant=rst_18oum8ye platform=Yemeksepeti order=YS-1777393642977
[2026-04-28T16:27:22.991Z] status=201 signature=valid restaurant=rst_18oum8ye platform=Yemeksepeti order=YS-1777393642977
[2026-04-28T16:27:23.001Z] status=201 signature=valid restaurant=rst_18oum8ye platform=Yemeksepeti order=YS-REJECT-1777393642995
[2026-04-28T16:47:37.983Z] status=401 signature=invalid restaurant=rst_o6zk8v9f platform=Yemeksepeti order=YS-WRONG-1777394857978
[2026-04-28T16:47:37.994Z] status=201 signature=valid restaurant=rst_o6zk8v9f platform=Yemeksepeti order=YS-1777394857983
[2026-04-28T16:47:38.000Z] status=201 signature=valid restaurant=rst_o6zk8v9f platform=Yemeksepeti order=YS-1777394857983
[2026-04-28T16:47:38.008Z] status=201 signature=valid restaurant=rst_o6zk8v9f platform=Yemeksepeti order=YS-REJECT-1777394857999
[2026-04-28T16:48:13.610Z] status=401 signature=invalid restaurant=rst_crhcz9ej platform=Yemeksepeti order=YS-WRONG-1777394893610
[2026-04-28T16:48:13.620Z] status=201 signature=valid restaurant=rst_crhcz9ej platform=Yemeksepeti order=YS-1777394893615
[2026-04-28T16:48:13.626Z] status=201 signature=valid restaurant=rst_crhcz9ej platform=Yemeksepeti order=YS-1777394893615
[2026-04-28T16:48:13.636Z] status=201 signature=valid restaurant=rst_crhcz9ej platform=Yemeksepeti order=YS-REJECT-1777394893630
[2026-04-28T16:49:48.482Z] status=401 signature=invalid restaurant=rst_zu8zx7vm platform=Yemeksepeti order=YS-WRONG-1777394988482
[2026-04-28T16:49:48.493Z] status=201 signature=valid restaurant=rst_zu8zx7vm platform=Yemeksepeti order=YS-1777394988487
[2026-04-28T16:49:48.500Z] status=201 signature=valid restaurant=rst_zu8zx7vm platform=Yemeksepeti order=YS-1777394988487
[2026-04-28T16:49:48.509Z] status=201 signature=valid restaurant=rst_zu8zx7vm platform=Yemeksepeti order=YS-REJECT-1777394988504
[2026-04-28T16:50:23.034Z] status=401 signature=invalid restaurant=rst_zif7fted platform=Yemeksepeti order=YS-WRONG-1777395023027
[2026-04-28T16:50:23.043Z] status=201 signature=valid restaurant=rst_zif7fted platform=Yemeksepeti order=YS-1777395023030
[2026-04-28T16:50:23.050Z] status=201 signature=valid restaurant=rst_zif7fted platform=Yemeksepeti order=YS-1777395023030
[2026-04-28T16:50:23.059Z] status=201 signature=valid restaurant=rst_zif7fted platform=Yemeksepeti order=YS-REJECT-1777395023047
[2026-04-29T08:40:16.070Z] status=401 signature=invalid restaurant=rst_r40iiou1 platform=Yemeksepeti order=YS-WRONG-1777452016067
[2026-04-29T08:40:16.082Z] status=201 signature=valid restaurant=rst_r40iiou1 platform=Yemeksepeti order=YS-1777452016072
[2026-04-29T08:40:16.089Z] status=201 signature=valid restaurant=rst_r40iiou1 platform=Yemeksepeti order=YS-1777452016072
[2026-04-29T08:40:16.098Z] status=201 signature=valid restaurant=rst_r40iiou1 platform=Yemeksepeti order=YS-REJECT-1777452016090
[2026-04-29T08:48:06.948Z] status=401 signature=invalid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-WRONG-1
